x,y,z
3.2,-3.68,114.62795775999999
3.2800000000000002,-3.68,111.85848832000002
3.3600000000000003,-3.68,109.55233791999999
3.4400000000000004,-3.68,107.75030272000002
3.5200000000000005,-3.68,106.49416191999998
3.6000000000000005,-3.68,105.82667776000002
3.6799999999999997,-3.68,105.79159552000002
3.76,-3.68,106.43364351999998
3.84,-3.68,107.79853312
3.92,-3.68,109.93295872000006
4.0,-3.68,112.88459776000002
-4.0,-3.6,5.801600000000004
-3.92,-3.6,4.748968960000002
-3.84,-3.6,4.515599360000004
-3.76,-3.6,5.053813760000005
-3.68,-3.6,6.316917760000003
-3.6,-3.6,8.259200000000002
-3.52,-3.6,10.835932160000006
-3.44,-3.6,14.00336896000001
-3.36,-3.6,17.71874816000002
-3.2800000000000002,-3.6,21.940290559999983
-3.2,-3.6,26.627199999999988
-3.12,-3.6,31.739663359999987
-3.04,-3.6,37.23885056
-2.96,-3.6,43.086914560000004
-2.88,-3.6,49.24699136000001
-2.8,-3.6,55.68320000000003
-2.7199999999999998,-3.6,62.360642560000024
-2.6399999999999997,-3.6,69.24540416000002
-2.56,-3.6,76.30455296000001
-2.48,-3.6,83.50614016
-2.4,-3.6,90.81920000000001
-2.3200000000000003,-3.6,98.21374975999998
-2.24,-3.6,105.66078976
-2.16,-3.6,113.13230336000001
-2.08,-3.6,120.60125696
-2.0,-3.6,128.04160000000002
-1.92,-3.6,135.42826496000004
-1.8399999999999999,-3.6,142.73716736000003
-1.7599999999999998,-3.6,149.94520576000005
-1.6800000000000002,-3.6,157.03026176000003
-1.6,-3.6,163.97119999999998
-1.52,-3.6,170.74786816000002
-1.44,-3.6,177.34109696000004
-1.3599999999999999,-3.6,183.73270016000004
-1.2799999999999998,-3.6,189.90547456000002
-1.1999999999999997,-3.6,195.84320000000002
-1.12,-3.6,201.53063936000004
-1.04,-3.6,206.95353856000003
-0.96,-3.6,212.09862655999999
-0.8799999999999999,-3.6,216.95361536000001
-0.7999999999999998,-3.6,221.5072
-0.7199999999999998,-3.6,225.74905856
-0.6400000000000001,-3.6,229.66985216
-0.56,-3.6,233.26122496000002
-0.48,-3.6,236.51580416000002
-0.3999999999999999,-3.6,239.42720000000003
-0.31999999999999984,-3.6,241.99000576000003
-0.23999999999999977,-3.6,244.19979776000002
-0.16000000000000014,-3.6,246.05313536000003
-0.08000000000000007,-3.6,247.54756096
0.0,-3.6,248.6816
0.08000000000000007,-3.6,249.45476096000002
0.16000000000000014,-3.6,249.86753536000003
0.2400000000000002,-3.6,249.92139776000005
0.3200000000000003,-3.6,249.61880576000004
0.40000000000000036,-3.6,248.96320000000003
0.4800000000000004,-3.6,247.95900416
0.5600000000000005,-3.6,246.61162496000003
0.6399999999999997,-3.6,244.92745216000003
0.7199999999999998,-3.6,242.91385856
0.7999999999999998,-3.6,240.57920000000004
0.8799999999999999,-3.6,237.93281535999998
0.96,-3.6,234.98502656
1.04,-3.6,231.74713856
1.12,-3.6,228.23143936000005
1.2000000000000002,-3.6,224.4512
1.2800000000000002,-3.6,220.42067455999998
1.3600000000000003,-3.6,216.15510016
1.4400000000000004,-3.6,211.67069696
1.5200000000000005,-3.6,206.98466815999996
1.6000000000000005,-3.6,202.11520000000002
1.6799999999999997,-3.6,197.08146176000002
1.7599999999999998,-3.6,191.90360576000006
1.8399999999999999,-3.6,186.60276736000003
1.92,-3.6,181.20106496000002
2.0,-3.6,175.72160000000002
2.08,-3.6,170.18845696
2.16,-3.6,164.62670336000002
2.24,-3.6,159.06238976000003
2.3200000000000003,-3.6,153.52254976
2.4000000000000004,-3.6,148.03519999999997
2.4800000000000004,-3.6,142.62934016
2.5600000000000005,-3.6,137.33495295999995
