x,y,z
-2.0,-1.0,31.0
-1.955,-1.0,29.6800125503125
-1.91,-1.0,28.418616805
-1.865,-1.0,27.2136995753125
-1.82,-1.0,26.063196880000003
-1.775,-1.0,24.965093945312496
-1.73,-1.0,23.917425205
-1.685,-1.0,22.9182743003125
-1.6400000000000001,-1.0,21.965774080000003
-1.595,-1.0,21.0581066003125
-1.55,-1.0,20.193503125
-1.505,-1.0,19.370244125312496
-1.46,-1.0,18.58665928
-1.415,-1.0,17.841127475312504
-1.37,-1.0,17.132076805000004
-1.3250000000000002,-1.0,16.4579845703125
-1.28,-1.0,15.81737728
-1.2349999999999999,-1.0,15.208830650312498
-1.19,-1.0,14.630969604999999
-1.145,-1.0,14.0824682753125
-1.1,-1.0,13.562050000000001
-1.0550000000000002,-1.0,13.068487325312502
-1.01,-1.0,12.600602004999999
-0.9650000000000001,-1.0,12.157265000312501
-0.9199999999999999,-1.0,11.73739648
-0.875,-1.0,11.3399658203125
-0.8300000000000001,-1.0,10.963991605
-0.7850000000000001,-1.0,10.608541625312501
-0.74,-1.0,10.27273288
-0.6950000000000001,-1.0,9.9557315753125
-0.6500000000000001,-1.0,9.656753125000002
-0.605,-1.0,9.3750621503125
-0.56,-1.0,9.10997248
-0.5150000000000001,-1.0,8.860847150312502
-0.47,-1.0,8.627098405
-0.42500000000000004,-1.0,8.4081876953125
-0.3800000000000001,-1.0,8.203625680000002
-0.33499999999999996,-1.0,8.0129722253125
-0.29000000000000004,-1.0,7.835836405
-0.2450000000000001,-1.0,7.6718765003125
-0.20000000000000018,-1.0,7.5208
-0.15500000000000003,-1.0,7.382363600312501
-0.1100000000000001,-1.0,7.256373205
-0.06500000000000017,-1.0,7.1426839253125
-0.020000000000000018,-1.0,7.04120008
0.02499999999999991,-1.0,6.951875195312501
0.06999999999999984,-1.0,6.874712005000001
0.11499999999999977,-1.0,6.8097624503125
0.16000000000000014,-1.0,6.757127679999999
0.20500000000000007,-1.0,6.7169580503125
0.25,-1.0,6.689453125
0.29499999999999993,-1.0,6.6748616753125
0.33999999999999986,-1.0,6.673481679999999
0.3849999999999998,-1.0,6.685660325312501
0.4299999999999997,-1.0,6.711794005
0.4750000000000001,-1.0,6.7523283203124995
0.52,-1.0,6.80775808
0.565,-1.0,6.8786273003125
0.6099999999999999,-1.0,6.965529204999999
0.6549999999999998,-1.0,7.069106225312499
0.6999999999999997,-1.0,7.190049999999999
0.7450000000000001,-1.0,7.329101375312501
0.79,-1.0,7.487050405
0.835,-1.0,7.6647363503124994
0.8799999999999999,-1.0,7.86304768
0.9249999999999998,-1.0,8.082922070312499
0.9699999999999998,-1.0,8.325346404999998
1.0149999999999997,-1.0,8.591356775312498
1.06,-1.0,8.88203848
1.105,-1.0,9.1985260253125
1.15,-1.0,9.542003124999999
1.1949999999999998,-1.0,9.913702700312498
1.2399999999999998,-1.0,10.314906879999999
1.2849999999999997,-1.0,10.746947000312497
1.33,-1.0,11.211203605000001
1.375,-1.0,11.7091064453125
1.42,-1.0,12.24213448
1.4649999999999999,-1.0,12.811815875312497
1.5099999999999998,-1.0,13.419728004999996
1.5549999999999997,-1.0,14.067497450312496
1.5999999999999996,-1.0,14.756799999999995
1.645,-1.0,15.489360650312502
1.69,-1.0,16.266953604999998
1.7349999999999999,-1.0,17.091402275312497
1.7799999999999998,-1.0,17.964579279999995
1.8249999999999997,-1.0,18.888406445312494
1.8699999999999997,-1.0,19.864854804999993
1.915,-1.0,20.8959446003125
1.96,-1.0,21.983745279999997
2.005,-1.0,23.130375500312496
2.05,-1.0,24.338003124999993
2.0949999999999998,-1.0,25.608845225312493
2.1399999999999997,-1.0,26.945168079999988
2.1849999999999996,-1.0,28.34928717531249
2.2299999999999995,-1.0,29.82356720499999
2.2749999999999995,-1.0,31.37042207031248
2.3200000000000003,-1.0,32.99231488000001
2.365,-1.0,34.69175795031251
2.41,-1.0,36.471312805000004
2.455,-1.0,38.33359017531251
2.5,-1.0,40.28125
